id,file,symbol_or_kind,lines,match_count,snippet,current_mechanism,current_role_ownership_assumption,target_capability,server_enforcement,rls_enforcement,ui_enforcement,owner_user_id_class,migration_dependency,wave,risk,test_required,scope
0109,lib/invoices/service.ts,getCurrentUserRole,224,1,const role = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,N,N,,remaining role-string retirement,9,H,Y,venue_team
0110,lib/invoices/service.ts,role_ne_owner,225,1,"if (role !== ""owner"" && role !== ""manager"") {",role-string comparison,see snippet,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0111,lib/leads/repository.ts,current_user_venue_id,382,1,// via `current_user_venue_id()`. p_venue_id_override is always passed,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0112,lib/luv/drafts.ts,is_owner_eq,146,1,".select(""full_name"").eq(""venue_id"", venue.id).eq(""is_owner"", true).maybeSingle<{ full_name: string }>();",is_owner query filter,single is_owner row assumed often,ownership.* / is_owner,Y,N,N,,multi-owner + account contact,4,H,Y,venue_team
0113,lib/metrics/revenue.ts,current_user_venue_id,8,1,* `current_user_venue_id()` — never accepts a venue id as a parameter (see,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0114,lib/migration/active-commitment-e2e.db.sql,owner_user_id,48,1,"insert into public.venues (id, owner_user_id, name, timezone)",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,c_review_specific_actor_or_contact,multi-owner + account contact,4,H,Y,venue_team
0115,lib/migration/cutover-e2e.db.sql,owner_user_id,65,1,"insert into public.venues (id, owner_user_id, name, timezone, tour_duration_minutes, tour_buffer_minutes, tour_scheduling_enabled)",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,c_review_specific_actor_or_contact,multi-owner + account contact,4,H,Y,venue_team
0116,lib/migration/service.ts,canEditFloorPlans,"720,776,826",3,"if (!canEditFloorPlans(role)) return { ok: false, message: FLOOR_PLAN_EDIT_DENIED };",app role helper O/M/C,owner|manager|coordinator,events.floor_plans,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0117,lib/migration/service.ts,getCurrentUserRole,"719,775,825",3,const role = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,N,N,,remaining role-string retirement,9,H,Y,venue_team
0118,lib/notifications/engine.ts,role_eq_coordinator,"113,143,146",3,"if (role === ""coordinator"") {",role-string comparison,see snippet,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0119,lib/notifications/templates.ts,role_eq_coordinator,41,1,"const isCoordinator = ctx.role === ""coordinator"";",role-string comparison,see snippet,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0120,lib/onboarding/operator-session.ts,current_user_venue_id,20,1,// so current_user_venue_id() resolves to the venue being configured.,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0121,lib/onboarding/operator-session.ts,is_owner_eq,"26,79",2,".eq(""is_owner"", false)",is_owner query filter,single is_owner row assumed often,ownership.* / is_owner,Y,N,N,,multi-owner + account contact,4,H,Y,venue_team
0122,lib/onboarding/white-glove-handoff.ts,is_owner_eq,70,1,".eq(""is_owner"", true)",is_owner query filter,single is_owner row assumed often,ownership.* / is_owner,Y,N,N,,multi-owner + account contact,4,H,Y,venue_team
0123,lib/onboarding/white-glove-handoff.ts,owner_user_id,"58,125",2,".select(""id, name, owner_user_id"")",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,N,N,a_account_contact,multi-owner + account contact,4,H,Y,venue_team
0124,lib/payments/service.ts,cancelLineItem_,620,1,export async function cancelLineItem_(itemId: string): Promise<PaymentActionResult> {,cancelLineItem_ service,venue membership; no role gate,payments.cancel_unpaid,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0125,lib/payments/service.ts,getCurrentUserRole,"396,577,659,672",4,const role = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,N,N,,remaining role-string retirement,9,H,Y,venue_team
0126,lib/payments/service.ts,markLineItemPaid,463,1,"export async function markLineItemPaid(itemId: string, scheduleId: string, input: MarkPaidInput): Promise<PaymentActionResult> {",markLineItemPaid service,venue membership; no role gate,payments.mark_paid,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0127,lib/payments/service.ts,refundLineItem_,570,1,export async function refundLineItem_(,refundLineItem_ service,owner only,payments.refund,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0128,lib/payments/service.ts,role_eq_manager,397,1,"if (role === ""owner"" || role === ""manager"") {",role-string comparison,role===manager,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0129,lib/payments/service.ts,role_eq_owner,397,1,"if (role === ""owner"" || role === ""manager"") {",role-string comparison,role===owner,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0130,lib/payments/service.ts,role_ne_owner,"578,660,673",3,"if (role !== ""owner"") {",role-string comparison,see snippet,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0131,lib/provisioning/workspace.ts,is_owner_eq,162,1,".eq(""is_owner"", true)",is_owner query filter,single is_owner row assumed often,ownership.* / is_owner,Y,N,N,,multi-owner + account contact,4,H,Y,venue_team
0132,lib/provisioning/workspace.ts,is_owner_true,"149,182",2,"is_owner: true,",is_owner write/true,see snippet,ownership.* / is_owner,Y,N,N,,multi-owner + account contact,4,H,Y,venue_team
0133,lib/provisioning/workspace.ts,owner_user_id,"100,110,124",3,".eq(""owner_user_id"", ownerUserId)",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,N,N,a_account_contact,multi-owner + account contact,4,H,Y,venue_team
0134,lib/quickbooks/repository.ts,current_user_venue_id,205,1,* client — RLS (venue_id = current_user_venue_id()) is the actual,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,settings.integrations,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0135,lib/saved-reports/service.ts,getCurrentUserRole,74,1,const role = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,reports.view|reports.schedule,Y,N,N,,remaining role-string retirement,9,H,Y,venue_team
0136,lib/saved-reports/service.ts,role_ne_owner,75,1,"if (role !== ""owner"" && role !== ""manager"") {",role-string comparison,see snippet,reports.view|reports.schedule,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0137,lib/scheduled-messages/repository.ts,is_owner_eq,137,1,".eq(""venue_id"", venueId).eq(""is_owner"", true).maybeSingle<{ full_name: string }>();",is_owner query filter,single is_owner row assumed often,ownership.* / is_owner,Y,N,N,,multi-owner + account contact,4,H,Y,venue_team
0138,lib/seating/authorize.ts,canEditSeatingWhenDelegated,28,1,export function canEditSeatingWhenDelegated(role: string | null | undefined): boolean {,app role helper O/M/C,owner|manager|coordinator,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0139,lib/seating/authorize.ts,canRevokeSeatingDelegation,32,1,export function canRevokeSeatingDelegation(role: string | null | undefined): boolean {,app role helper O/M,owner|manager,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0140,lib/seating/authorize.ts,canViewSeating,23,1,export function canViewSeating(role: string | null | undefined): boolean {,app role helper O/M/C/S,owner|manager|coordinator|staff,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0141,lib/seating/authorize.ts,role_eq_coordinator,"24,29",2,"return role === ""owner"" || role === ""manager"" || role === ""coordinator"" || role === ""staff"";",role-string comparison,see snippet,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0142,lib/seating/authorize.ts,role_eq_manager,"24,29,33",3,"return role === ""owner"" || role === ""manager"" || role === ""coordinator"" || role === ""staff"";",role-string comparison,role===manager,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0143,lib/seating/authorize.ts,role_eq_owner,"24,29,33",3,"return role === ""owner"" || role === ""manager"" || role === ""coordinator"" || role === ""staff"";",role-string comparison,role===owner,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0144,lib/seating/authorize.ts,role_eq_staff,24,1,"return role === ""owner"" || role === ""manager"" || role === ""coordinator"" || role === ""staff"";",role-string comparison,see snippet,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0145,lib/seating/service.ts,canViewSeating,"40,214",2,if (!canViewSeating(role)) return [];,app role helper O/M/C/S,owner|manager|coordinator|staff,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,M,Y,venue_team
0146,lib/seating/service.ts,getCurrentUserRole,"39,213",2,const role = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,events.floor_plans,Y,N,N,,staff narrowing / finance caps,7,H,Y,venue_team
0147,lib/stripe/refunds.ts,refundLineItem_,3,1,* venue-payment-processing-architecture.md). refundLineItem_() in,refundLineItem_ service,owner only,payments.refund,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0148,lib/stripe/webhook-handlers.ts,markLineItemPaid,11,1,"* service.ts's markLineItemPaid()/refundLineItem_(), which are hard-wired",markLineItemPaid service,venue membership; no role gate,payments.refund,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0149,lib/stripe/webhook-handlers.ts,refundLineItem_,11,1,"* service.ts's markLineItemPaid()/refundLineItem_(), which are hard-wired",refundLineItem_ service,owner only,payments.refund,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0150,lib/team/service.ts,StaffRole,"10,29,52,53,206,227,232",7,"import type { StaffMember, StaffInput, TeamActionResult, StaffRole } from ""./types"";",StaffRole type/usage,see snippet,team.invite|team.change_access|team.remove,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0151,lib/team/service.ts,canManageStaff,"50,112,207,233",4,function canManageStaff(,app canManageStaff role ladder,owner full; manager staff/coordinator only,team.invite|team.change_access|team.remove,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0152,lib/team/service.ts,current_user_role_rpc,69,1,* `venue_staff.user_id = auth.uid()` relationship `current_user_role()`,SQL/RPC current_user_role(),prefers venues.owner_user_id then staff role LIMIT 1,team.invite|team.change_access|team.remove,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0153,lib/team/service.ts,getCurrentUserRole,"111,204,230",3,const actingRole = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,team.invite|team.change_access|team.remove,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0154,lib/team/service.ts,is_owner_eq,"215,240",2,".eq(""is_owner"", false)",is_owner query filter,single is_owner row assumed often,team.invite|team.change_access|team.remove,Y,N,N,,multi-owner + account contact,4,M,Y,venue_team
0155,lib/team/service.ts,owner_user_id,72,1,"* (role='owner', is_owner=true, user_id = venues.owner_user_id — confirmed",venues.owner_user_id reference,singular venue owner column,team.invite|team.change_access|team.remove,Y,N,N,b_all_owners_or_single_assumption,sensitive capability conversion,6,M,Y,venue_team
0156,lib/team/types.ts,StaffRole,"1,7,22",3,export type StaffRole = 'owner' | 'manager' | 'coordinator' | 'staff',StaffRole type/usage,see snippet,team.invite|team.change_access|team.remove,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0157,lib/texting-registration/authority.ts,canConfigureVenueTexting,5,1,export function canConfigureVenueTexting(role: string | null | undefined): boolean {,app role helper owner|manager,owner|manager,settings.texting,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0158,lib/texting-registration/authority.ts,role_eq_manager,6,1,"return role === ""owner"" || role === ""manager"";",role-string comparison,role===manager,settings.texting,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0159,lib/texting-registration/authority.ts,role_eq_owner,6,1,"return role === ""owner"" || role === ""manager"";",role-string comparison,role===owner,settings.texting,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0160,lib/texting-registration/service.ts,canConfigureVenueTexting,"214,247",2,if (!canConfigureVenueTexting(ctx.role)) {,app role helper owner|manager,owner|manager,settings.texting,Y,N,N,,sensitive capability conversion,6,M,Y,venue_team
0161,lib/texting-registration/service.ts,getCurrentUserRole,204,1,const role = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,settings.texting,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0162,lib/tours/protection-rules.ts,canRefundEventPayment,66,1,export function canRefundEventPayment(role: string | null): boolean {,app role helper owner,owner,payments.refund,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0163,lib/tours/protection-rules.ts,canRefundTourFee,62,1,export function canRefundTourFee(role: string | null): boolean {,app role helper owner|manager,owner|manager,payments.refund,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0164,lib/tours/protection-rules.ts,role_eq_manager,63,1,"return role === ""owner"" || role === ""manager"";",role-string comparison,role===manager,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0165,lib/tours/protection-rules.ts,role_eq_owner,"63,67",2,"return role === ""owner"" || role === ""manager"";",role-string comparison,role===owner,LEGACY_ROLE_STRING,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0166,lib/tours/protection.ts,canRefundTourFee,578,1,if (!canRefundTourFee(role)) {,app role helper owner|manager,owner|manager,payments.refund,Y,N,N,,sensitive capability conversion,6,H,Y,venue_team
0167,lib/tours/protection.ts,getCurrentUserRole,577,1,const role = await getCurrentUserRole();,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,N,N,,remaining role-string retirement,9,H,Y,venue_team
0168,lib/tours/tour-booking-atomicity.db.sql,owner_user_id,32,1,"id, owner_user_id, name, timezone,",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,c_review_specific_actor_or_contact,multi-owner + account contact,4,H,Y,venue_team
0169,lib/tours/tour-capacity-write.db.sql,owner_user_id,32,1,"insert into public.venues (id, owner_user_id, name, tour_duration_minutes, tour_buffer_minutes, timezone)",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,c_review_specific_actor_or_contact,multi-owner + account contact,4,H,Y,venue_team
0170,lib/vendor-events/service.ts,current_user_venue_id,"238,287",2,* table's RLS only recognizes venue_id = current_user_venue_id() (null for,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0171,lib/vendor-partnerships/service.ts,current_user_venue_id,11,1,* venues' own RLS policy only recognizes current_user_venue_id(),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0172,lib/vendors/list-presentation.ts,current_user_venue_id,"67,78,90,111,125",5,* venue_id = current_user_venue_id(),SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0173,lib/vendors/repository.ts,current_user_venue_id,396,1,// itself via current_user_venue_id(). p_venue_id_override is always,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0174,lib/venue/repository.ts,current_user_venue_id,195,1,* Explicitly scoped via current_user_venue_id() (the same RPC the venues_select,SQL/RPC current_user_venue_id(),owner_user_id venue then staff venue LIMIT 1,ACTIVE_VENUE_CONTEXT,Y,N,N,,active venue context,2,H,Y,venue_team
0175,lib/venue/repository.ts,is_owner_eq,"273,351",2,".eq(""is_owner"", true)",is_owner query filter,single is_owner row assumed often,ownership.* / is_owner,Y,N,N,,multi-owner + account contact,4,H,Y,venue_team
0176,lib/venue/repository.ts,owner_user_id,"26,85",2,owner_user_id: string;,venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,N,N,a_account_contact,multi-owner + account contact,4,H,Y,venue_team
0177,lib/venue/service.ts,current_user_role_rpc,109,1,"* | 'staff'), or null if none. Mirrors the `current_user_role()` SQL helper",SQL/RPC current_user_role(),prefers venues.owner_user_id then staff role LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0178,lib/venue/service.ts,getCurrentUserRole,114,1,export async function getCurrentUserRole(): Promise<string | null> {,app getCurrentUserRole() → RPC current_user_role(),owner|manager|coordinator|staff via LIMIT 1,LEGACY_ROLE_RESOLUTION,Y,N,N,,remaining role-string retirement,9,H,Y,venue_team
0179,lib/venue/types.ts,StaffRole,16,1,"export type StaffRole = ""owner"" | ""manager"" | ""coordinator"" | ""staff"";",StaffRole type/usage,see snippet,LEGACY_ROLE_RESOLUTION,Y,N,N,,remaining role-string retirement,9,M,Y,venue_team
0180,supabase/migrations/20260626090000_venue_foundation.sql,owner_user_id,"25,69,112,114,116,118,123,124,128,129,156",11,"owner_user_id            uuid not null references auth.users (id) on delete cascade,",venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,a_account_contact_or_historical,multi-owner + account contact,4,H,Y,venue_team
0181,supabase/migrations/20260626150000_leads_foundation.sql,owner_user_id,"97,98,102,103,107,108",6,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0182,supabase/migrations/20260626180000_lead_relationships.sql,owner_user_id,"45,46",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0183,supabase/migrations/20260626220000_clients_foundation.sql,owner_user_id,"113,114,118,119,123,124,128,129",8,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0184,supabase/migrations/20260626240000_events_foundation.sql,owner_user_id,"95,96,100,101,105,106,110,111",8,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0185,supabase/migrations/20260626260000_timeline.sql,owner_user_id,"42,43",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0186,supabase/migrations/20260626280000_vendors_foundation.sql,owner_user_id,"71,72,76,77",4,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0187,supabase/migrations/20260626300000_contracts_foundation.sql,owner_user_id,"94,95,99,100,104,105,162",7,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,contracts.venue_sign|documents.delete,Y,partial,N,d_obsolete_ownership_auth_signal,sensitive capability conversion,6,M,Y,venue_team
0188,supabase/migrations/20260626320000_payments_foundation.sql,owner_user_id,"90,91,95,96,100,101",6,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0189,supabase/migrations/20260626360000_floor_plans.sql,owner_user_id,"103,104,108,109",4,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,events.floor_plans,Y,partial,N,d_obsolete_ownership_auth_signal,staff narrowing / finance caps,7,M,Y,venue_team
0190,supabase/migrations/20260627060000_availability_foundation.sql,owner_user_id,"125,126,130,131,135,136,140,141",8,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,settings.availability,Y,partial,N,d_obsolete_ownership_auth_signal,remaining role-string retirement,9,M,Y,venue_team
0191,supabase/migrations/20260627080000_packages_invoices.sql,owner_user_id,"122,123,127,128,132,133,137,138",8,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0192,supabase/migrations/20260627100000_package_items_discounts.sql,owner_user_id,"41,42",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0193,supabase/migrations/20260627120000_documents.sql,owner_user_id,"69,70",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0194,supabase/migrations/20260627140000_luv_drafts.sql,owner_user_id,"51,52",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0195,supabase/migrations/20260627160000_luv_settings.sql,owner_user_id,"30,31",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0196,supabase/migrations/20260627180000_messaging.sql,owner_user_id,"135,136,140,141,145,146",6,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0197,supabase/migrations/20260627200000_message_events.sql,owner_user_id,"31,32",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0198,supabase/migrations/20260627260000_final_details.sql,owner_user_id,"67,68",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0199,supabase/migrations/20260627320000_relationship_intelligence.sql,owner_user_id,"66,67",2,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0200,supabase/migrations/20260628040000_event_playbooks.sql,owner_user_id,"161,162,166,167,171,172",6,using      (exists (select 1 from public.venues v where v.id = venue_id and v.owner_user_id = auth.uid())),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0201,supabase/migrations/20260628100000_client_portal.sql,owner_user_id,54,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0202,supabase/migrations/20260628120000_notification_foundation.sql,owner_user_id,"102,150",2,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0203,supabase/migrations/20260628140000_notification_delivery.sql,owner_user_id,"74,123",2,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0204,supabase/migrations/20260628160000_tour_scheduling.sql,owner_user_id,69,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0205,supabase/migrations/20260629000000_multi_actor_foundation.sql,owner_user_id,78,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0206,supabase/migrations/20260629040000_couple_owned_data.sql,owner_user_id,"68,113",2,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0207,supabase/migrations/20260629060000_couple_engagement.sql,owner_user_id,43,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0208,supabase/migrations/20260629100000_couple_website.sql,owner_user_id,66,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0209,supabase/migrations/20260629140000_website_analytics.sql,owner_user_id,38,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0210,supabase/migrations/20260629160000_invitations.sql,owner_user_id,52,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
0211,supabase/migrations/20260629200000_vendor_portal.sql,owner_user_id,46,1,and owner_user_id = auth.uid(),venues.owner_user_id reference,singular venue owner column,OWNER_USER_ID_REF,Y,partial,N,d_obsolete_ownership_auth_signal,multi-owner + account contact,4,H,Y,venue_team
